Station,Year,week,Weekly Rainfall (mm),Weekly Mean Temperature (°C),Weekly Maximum Temperature (°C),Weekly Minimum Temperature (°C),Weekly Mean Wind Speed (km/h),Weekly Maximum Wind Speed (km/h),lat,long
Admiralty,2014,1,90.0,25.97142857142857,31.9,23.1,8.442857142857143,37.4,1.44387,103.78538
Admiralty,2014,2,0.4,25.8,29.6,23.5,13.542857142857143,44.3,1.44387,103.78538
Admiralty,2014,3,0.0,25.32857142857143,29.2,23.0,13.271428571428572,41.8,1.44387,103.78538
Admiralty,2014,4,0.0,25.642857142857142,32.4,21.8,13.028571428571428,53.6,1.44387,103.78538
Admiralty,2014,5,15.8,26.02857142857143,32.0,22.4,10.457142857142857,35.6,1.44387,103.78538
Admiralty,2014,6,0.0,27.214285714285715,33.4,24.1,11.314285714285715,41.0,1.44387,103.78538
Admiralty,2014,7,0.0,27.12857142857143,32.4,24.5,14.028571428571428,51.1,1.44387,103.78538
Admiralty,2014,8,0.0,26.857142857142858,32.4,23.4,13.042857142857143,44.3,1.44387,103.78538
Admiralty,2014,9,0.0,27.314285714285713,33.9,23.5,11.214285714285714,40.7,1.44387,103.78538
Admiralty,2014,10,0.0,27.67142857142857,33.8,23.6,13.042857142857143,43.6,1.44387,103.78538
Admiralty,2014,11,105.4,26.271428571428572,33.1,23.6,7.871428571428572,44.3,1.44387,103.78538
Admiralty,2014,12,14.6,27.957142857142856,34.0,24.1,10.9,45.7,1.44387,103.78538
Admiralty,2014,13,6.2,28.02857142857143,34.0,24.2,7.5,36.4,1.44387,103.78538
Admiralty,2014,14,70.60000000000001,27.614285714285717,34.5,22.4,7.171428571428572,38.2,1.44387,103.78538
Admiralty,2014,15,92.4,28.014285714285712,35.8,23.0,6.085714285714286,47.9,1.44387,103.78538
Admiralty,2014,16,80.2,27.557142857142857,34.9,24.0,6.071428571428571,41.4,1.44387,103.78538
Admiralty,2014,17,50.8,28.37142857142857,34.7,24.5,6.557142857142857,44.3,1.44387,103.78538
Admiralty,2014,18,75.6,28.599999999999998,34.9,23.0,6.671428571428572,43.2,1.44387,103.78538
Admiralty,2014,19,73.4,28.228571428571428,33.7,23.3,6.242857142857143,46.4,1.44387,103.78538
Admiralty,2014,20,52.0,27.52857142857143,33.3,22.7,5.885714285714286,43.9,1.44387,103.78538
Admiralty,2014,21,61.2,28.25714285714286,33.6,24.6,6.1000000000000005,31.3,1.44387,103.78538
Admiralty,2014,22,87.4,27.957142857142856,32.3,24.1,5.757142857142857,46.4,1.44387,103.78538
Admiralty,2014,23,40.400000000000006,29.17142857142857,34.5,22.9,5.985714285714286,60.5,1.44387,103.78538
Admiralty,2014,24,13.2,29.8,34.3,23.3,6.885714285714286,47.9,1.44387,103.78538
Admiralty,2014,25,28.8,29.02857142857143,33.3,22.6,6.685714285714285,58.3,1.44387,103.78538
Admiralty,2014,26,62.0,28.099999999999998,33.3,23.0,5.628571428571428,38.9,1.44387,103.78538
Admiralty,2014,27,117.6,27.714285714285715,33.1,22.9,6.728571428571429,43.6,1.44387,103.78538
Admiralty,2014,28,0.0,29.17142857142857,33.9,25.1,6.642857142857143,42.8,1.44387,103.78538
Admiralty,2014,29,2.4,29.67142857142857,33.9,26.3,6.971428571428571,40.0,1.44387,103.78538
Admiralty,2014,30,89.0,27.97142857142857,32.5,22.0,6.414285714285714,62.6,1.44387,103.78538
Admiralty,2014,31,13.799999999999999,27.942857142857143,32.3,23.6,6.785714285714286,49.0,1.44387,103.78538
Admiralty,2014,32,51.6,27.0,31.6,23.5,5.5600000000000005,42.1,1.44387,103.78538
Admiralty,2014,33,0.0,,,,,,1.44387,103.78538
Admiralty,2014,34,0.0,,,,,,1.44387,103.78538
Admiralty,2014,35,0.0,,,,,,1.44387,103.78538
Admiralty,2014,39,0.0,,,,,,1.44387,103.78538
Admiralty,2014,40,0.0,,,,,,1.44387,103.78538
Admiralty,2014,41,43.4,27.15,32.6,24.1,6.833333333333333,42.1,1.44387,103.78538
Admiralty,2014,42,1.6,28.21666666666667,34.3,24.4,5.766666666666667,28.1,1.44387,103.78538
Admiralty,2014,43,0.0,28.02857142857143,34.2,24.0,6.914285714285714,49.0,1.44387,103.78538
Admiralty,2014,44,0.0,28.014285714285712,34.5,23.4,7.042857142857143,50.0,1.44387,103.78538
Admiralty,2014,45,123.5,26.942857142857143,33.7,23.0,6.357142857142857,79.9,1.44387,103.78538
Admiralty,2014,46,40.2,26.685714285714287,33.5,24.8,6.628571428571428,44.3,1.44387,103.78538
Admiralty,2014,47,72.2,27.185714285714287,33.1,24.2,6.871428571428572,71.3,1.44387,103.78538
Admiralty,2014,48,62.00000000000001,27.314285714285713,34.5,23.4,6.8428571428571425,53.3,1.44387,103.78538
Admiralty,2014,49,47.60000000000001,27.342857142857145,33.3,23.9,9.87142857142857,41.4,1.44387,103.78538
Admiralty,2014,50,68.0,26.771428571428572,32.9,23.6,8.27142857142857,41.0,1.44387,103.78538
Admiralty,2014,51,44.8,26.357142857142858,32.4,23.7,7.371428571428572,38.9,1.44387,103.78538
Admiralty,2014,52,2.8,25.475,29.7,23.9,11.775,50.0,1.44387,103.78538
Admiralty,2015,1,58.199999999999996,26.228571428571428,32.8,23.5,9.528571428571428,36.7,1.44387,103.78538
Admiralty,2015,2,0.4,26.82857142857143,31.2,23.5,14.700000000000001,44.6,1.44387,103.78538
Admiralty,2015,3,16.0,26.24285714285714,30.5,23.6,14.1,44.3,1.44387,103.78538
Admiralty,2015,4,1.8,26.514285714285712,31.8,23.5,13.12857142857143,43.6,1.44387,103.78538
Admiralty,2015,5,21.0,25.857142857142858,30.4,23.1,13.62857142857143,50.4,1.44387,103.78538
Admiralty,2015,6,0.0,26.066666666666666,30.2,23.3,15.2,50.8,1.44387,103.78538
Admiralty,2015,7,1.4,26.885714285714283,32.2,23.4,13.9,42.5,1.44387,103.78538
Admiralty,2015,8,42.800000000000004,27.12857142857143,34.1,23.6,12.814285714285715,40.3,1.44387,103.78538
Admiralty,2015,9,0.2,27.728571428571428,33.5,24.4,11.028571428571428,41.4,1.44387,103.78538
Admiralty,2015,10,11.6,27.071428571428573,33.5,24.3,10.842857142857143,46.1,1.44387,103.78538
Admiralty,2015,11,47.4,27.885714285714283,35.0,24.7,10.085714285714285,45.4,1.44387,103.78538
Admiralty,2015,12,40.4,27.942857142857143,33.9,23.1,12.87142857142857,57.6,1.44387,103.78538
Admiralty,2015,13,176.0,27.285714285714285,34.0,22.3,7.528571428571429,45.4,1.44387,103.78538
Admiralty,2015,14,39.6,28.271428571428572,34.8,22.8,9.6,37.4,1.44387,103.78538
Admiralty,2015,15,16.4,28.642857142857142,33.5,24.0,10.557142857142859,39.2,1.44387,103.78538
Admiralty,2015,16,56.400000000000006,27.585714285714285,34.4,23.7,6.542857142857143,55.1,1.44387,103.78538
Admiralty,2015,17,77.8,27.599999999999998,33.8,23.0,6.3428571428571425,63.4,1.44387,103.78538
Admiralty,2015,18,99.60000000000001,28.185714285714287,33.8,23.6,5.985714285714286,38.9,1.44387,103.78538
Admiralty,2015,19,42.0,28.457142857142856,33.8,25.2,6.414285714285714,36.0,1.44387,103.78538
Admiralty,2015,20,87.4,28.142857142857142,34.0,25.2,5.771428571428571,37.1,1.44387,103.78538
Admiralty,2015,21,24.599999999999998,28.785714285714285,34.3,24.9,6.357142857142857,34.9,1.44387,103.78538
Admiralty,2015,22,12.399999999999999,28.585714285714285,35.1,25.0,6.042857142857143,37.8,1.44387,103.78538
Admiralty,2015,23,20.200000000000003,27.82857142857143,32.6,24.4,5.814285714285715,47.2,1.44387,103.78538
Admiralty,2015,24,29.4,28.099999999999998,33.2,23.4,6.142857142857143,42.8,1.44387,103.78538
Admiralty,2015,25,0.0,29.87142857142857,33.8,27.3,7.414285714285714,32.4,1.44387,103.78538
Admiralty,2015,26,20.4,29.099999999999998,34.0,23.5,6.628571428571428,54.0,1.44387,103.78538
Admiralty,2015,27,5.2,29.12857142857143,33.6,23.8,6.928571428571429,58.0,1.44387,103.78538
Admiralty,2015,28,50.6,28.914285714285715,33.2,22.8,7.371428571428572,55.1,1.44387,103.78538
Admiralty,2015,29,4.4,29.24285714285714,34.1,25.3,8.142857142857142,43.9,1.44387,103.78538
Admiralty,2015,30,97.2,27.842857142857145,32.8,23.2,7.314285714285715,52.9,1.44387,103.78538
Admiralty,2015,31,39.2,27.514285714285712,33.1,23.9,5.871428571428572,42.5,1.44387,103.78538
Admiralty,2015,32,23.6,28.17142857142857,32.8,23.2,7.728571428571429,63.4,1.44387,103.78538
Admiralty,2015,33,17.6,28.928571428571427,32.9,24.9,7.028571428571429,44.3,1.44387,103.78538
Admiralty,2015,34,1.0,28.74285714285714,33.4,25.4,8.628571428571428,36.7,1.44387,103.78538
Admiralty,2015,35,7.4,29.042857142857144,33.9,25.3,8.042857142857143,38.9,1.44387,103.78538
Admiralty,2015,36,41.0,28.342857142857145,33.1,22.8,6.328571428571428,52.6,1.44387,103.78538
Admiralty,2015,37,10.399999999999999,28.285714285714285,32.8,24.4,7.614285714285714,45.0,1.44387,103.78538
Admiralty,2015,38,85.2,28.457142857142856,33.4,23.1,6.457142857142857,40.0,1.44387,103.78538
Admiralty,2015,39,27.6,28.114285714285717,33.3,23.7,6.071428571428571,42.1,1.44387,103.78538
Admiralty,2015,40,13.6,28.32857142857143,33.8,24.8,5.771428571428571,34.6,1.44387,103.78538
Admiralty,2015,41,0.0,29.214285714285715,34.2,25.8,7.3,38.5,1.44387,103.78538
Admiralty,2015,42,9.8,29.400000000000002,33.9,25.4,7.2,38.2,1.44387,103.78538
Admiralty,2015,43,48.0,27.785714285714285,34.0,22.2,7.228571428571429,55.8,1.44387,103.78538
Admiralty,2015,44,72.8,27.485714285714288,34.1,23.2,6.571428571428571,48.6,1.44387,103.78538
Admiralty,2015,45,53.800000000000004,27.342857142857145,33.9,24.3,6.285714285714286,47.2,1.44387,103.78538
Admiralty,2015,46,114.0,27.0,32.8,23.1,6.585714285714286,45.0,1.44387,103.78538
Admiralty,2015,47,67.4,27.17142857142857,34.2,24.0,6.6571428571428575,35.3,1.44387,103.78538
Admiralty,2015,48,133.60000000000002,27.3,32.9,23.4,7.271428571428571,50.0,1.44387,103.78538
Admiralty,2015,49,92.2,27.285714285714285,33.7,24.1,7.2,55.4,1.44387,103.78538
Admiralty,2015,50,34.4,26.957142857142856,32.0,23.7,8.957142857142857,56.5,1.44387,103.78538
Admiralty,2015,51,28.6,27.942857142857143,33.5,23.3,9.1,51.1,1.44387,103.78538
Admiralty,2015,52,24.8,26.9125,32.0,23.7,12.2375,44.6,1.44387,103.78538
Admiralty,2016,1,1.0,27.771428571428572,32.4,25.2,11.985714285714286,43.9,1.44387,103.78538
Admiralty,2016,2,54.0,28.0,32.7,24.4,9.414285714285713,36.4,1.44387,103.78538
Admiralty,2016,3,70.4,27.75714285714286,34.4,23.8,8.785714285714286,43.6,1.44387,103.78538
Admiralty,2016,4,18.0,27.82857142857143,33.0,25.0,12.285714285714286,64.4,1.44387,103.78538
Admiralty,2016,5,24.0,27.87142857142857,32.6,24.3,10.885714285714286,44.6,1.44387,103.78538
Admiralty,2016,6,47.6,26.87142857142857,31.8,23.6,13.157142857142857,56.2,1.44387,103.78538
Admiralty,2016,7,111.60000000000001,27.014285714285712,32.6,23.5,11.471428571428572,52.2,1.44387,103.78538
Admiralty,2016,8,13.6,27.2,31.9,24.0,13.742857142857144,58.0,1.44387,103.78538
Admiralty,2016,9,0.7999999999999999,27.885714285714283,32.3,25.5,15.414285714285715,52.9,1.44387,103.78538
Admiralty,2016,10,21.6,28.3,34.1,25.4,11.2,38.5,1.44387,103.78538
Admiralty,2016,11,2.6,28.52857142857143,34.4,25.1,10.428571428571429,36.4,1.44387,103.78538
Admiralty,2016,12,30.0,28.47142857142857,35.0,24.3,9.814285714285715,41.8,1.44387,103.78538
Admiralty,2016,13,0.0,28.842857142857145,33.9,26.0,14.042857142857143,44.3,1.44387,103.78538
Admiralty,2016,14,19.4,28.842857142857145,35.3,25.2,9.457142857142857,36.4,1.44387,103.78538
Admiralty,2016,15,31.0,29.485714285714288,36.3,25.2,7.471428571428571,42.1,1.44387,103.78538
Admiralty,2016,16,12.2,29.5,35.1,25.2,9.271428571428572,43.6,1.44387,103.78538
Admiralty,2016,17,53.8,28.385714285714283,35.5,24.0,5.442857142857143,40.3,1.44387,103.78538
Admiralty,2016,18,28.8,29.099999999999998,35.5,25.0,6.828571428571428,43.2,1.44387,103.78538
Admiralty,2016,19,48.8,28.528571428571432,34.6,24.5,5.928571428571429,50.8,1.44387,103.78538
Admiralty,2016,20,66.4,28.185714285714287,34.5,24.8,6.6000000000000005,40.0,1.44387,103.78538
Admiralty,2016,21,66.8,29.228571428571428,35.5,23.7,6.585714285714286,58.0,1.44387,103.78538
Admiralty,2016,22,12.799999999999999,27.857142857142858,33.9,24.3,6.171428571428572,47.2,1.44387,103.78538
Admiralty,2016,23,44.8,28.25714285714286,33.9,22.6,5.328571428571428,42.8,1.44387,103.78538
Admiralty,2016,24,26.599999999999998,27.52857142857143,32.6,24.1,6.014285714285714,46.4,1.44387,103.78538
Admiralty,2016,25,30.6,28.085714285714285,33.4,22.8,5.914285714285714,54.0,1.44387,103.78538
Admiralty,2016,26,1.2,29.685714285714287,34.3,26.0,6.8428571428571425,35.3,1.44387,103.78538
Admiralty,2016,27,58.199999999999996,29.74285714285714,34.7,22.3,6.957142857142857,49.0,1.44387,103.78538
Admiralty,2016,28,104.0,28.099999999999998,34.6,23.4,5.928571428571429,51.5,1.44387,103.78538
Admiralty,2016,29,43.199999999999996,27.12857142857143,34.7,22.5,6.785714285714286,47.2,1.44387,103.78538
Admiralty,2016,30,48.2,27.557142857142857,33.1,22.2,5.485714285714286,51.1,1.44387,103.78538
Admiralty,2016,31,4.6,28.314285714285713,33.3,21.9,7.2,65.2,1.44387,103.78538
Admiralty,2016,32,46.199999999999996,29.142857142857142,33.2,24.3,6.585714285714286,42.1,1.44387,103.78538
Admiralty,2016,33,41.8,29.099999999999998,33.7,23.2,7.3,52.9,1.44387,103.78538
Admiralty,2016,34,45.8,28.771428571428572,32.5,22.7,7.457142857142857,55.4,1.44387,103.78538
Admiralty,2016,35,44.0,28.085714285714285,34.1,24.0,5.828571428571428,39.2,1.44387,103.78538
Admiralty,2016,36,30.8,28.014285714285712,33.3,22.9,6.942857142857143,45.7,1.44387,103.78538
Admiralty,2016,37,29.799999999999997,28.057142857142857,33.5,22.7,6.728571428571429,59.8,1.44387,103.78538
Admiralty,2016,38,8.8,28.3,34.5,23.4,8.685714285714285,50.0,1.44387,103.78538
Admiralty,2016,39,8.399999999999999,28.5,34.0,24.4,7.814285714285715,54.7,1.44387,103.78538
Admiralty,2016,40,79.2,27.97142857142857,33.8,23.0,7.1000000000000005,44.6,1.44387,103.78538
Admiralty,2016,41,0.8,29.042857142857144,33.2,24.9,9.928571428571429,43.9,1.44387,103.78538
Admiralty,2016,42,41.199999999999996,28.5,33.5,22.2,7.914285714285714,56.5,1.44387,103.78538
Admiralty,2016,43,124.0,26.857142857142858,33.4,22.3,6.542857142857143,49.0,1.44387,103.78538
Admiralty,2016,44,61.2,27.357142857142858,31.7,22.1,7.142857142857143,58.0,1.44387,103.78538
Admiralty,2016,45,26.200000000000003,27.52857142857143,34.0,24.4,6.685714285714285,40.7,1.44387,103.78538
Admiralty,2016,46,54.6,26.75,33.3,23.3,6.385714285714286,49.7,1.44387,103.78538
Admiralty,2016,47,18.799999999999997,27.5,33.6,24.5,6.371428571428572,36.4,1.44387,103.78538
Admiralty,2016,48,14.4,26.75,31.3,24.3,8.72857142857143,35.3,1.44387,103.78538
Admiralty,2016,49,30.2,28.099999999999998,34.2,23.3,7.8,38.9,1.44387,103.78538
Admiralty,2016,50,5.8,27.542857142857144,32.8,23.6,9.214285714285714,44.6,1.44387,103.78538
Admiralty,2016,51,102.0,27.142857142857142,32.5,22.8,9.514285714285714,46.1,1.44387,103.78538
Admiralty,2016,52,57.400000000000006,26.266666666666666,32.0,23.0,9.955555555555556,49.3,1.44387,103.78538
Admiralty,2017,1,54.6,27.38571428571429,34.1,23.5,8.428571428571429,40.7,1.44387,103.78538
Admiralty,2017,2,9.4,28.12857142857143,34.7,24.3,8.985714285714286,37.1,1.44387,103.78538
Admiralty,2017,3,118.39999999999999,26.928571428571427,33.0,22.7,7.828571428571428,44.6,1.44387,103.78538
Admiralty,2017,4,98.2,25.74285714285714,30.5,22.7,10.485714285714286,50.8,1.44387,103.78538
Admiralty,2017,5,54.4,26.666666666666668,33.1,23.4,9.457142857142857,48.2,1.44387,103.78538
Admiralty,2017,6,41.199999999999996,26.98,33.4,23.2,10.814285714285715,49.0,1.44387,103.78538
Admiralty,2017,7,11.2,26.142857142857142,30.6,22.6,15.585714285714285,59.4,1.44387,103.78538
Admiralty,2017,8,48.8,26.516666666666666,32.4,23.6,9.671428571428573,41.0,1.44387,103.78538
Admiralty,2017,9,78.6,26.1,31.4,23.3,11.328571428571427,54.4,1.44387,103.78538
Admiralty,2017,10,15.4,27.014285714285712,32.7,24.3,11.314285714285715,47.5,1.44387,103.78538
Admiralty,2017,11,68.8,27.52,34.8,23.4,7.642857142857143,36.7,1.44387,103.78538
Admiralty,2017,12,91.19999999999999,27.933333333333334,34.0,23.8,8.185714285714287,58.3,1.44387,103.78538
Admiralty,2017,13,25.0,27.014285714285712,33.4,23.7,7.114285714285714,39.6,1.44387,103.78538
Admiralty,2017,14,28.6,27.714285714285715,33.0,23.3,7.971428571428571,48.6,1.44387,103.78538
Admiralty,2017,15,36.400000000000006,27.75714285714286,34.5,23.3,6.485714285714286,40.0,1.44387,103.78538
Admiralty,2017,16,72.4,27.657142857142855,34.5,23.6,6.414285714285714,53.6,1.44387,103.78538
Admiralty,2017,17,67.80000000000001,27.22,33.0,24.3,6.04,32.0,1.44387,103.78538
Admiralty,2017,18,27.6,28.7,33.8,25.7,5.266666666666667,35.3,1.44387,103.78538
Admiralty,2017,19,0.2,28.2,31.8,25.3,6.375,36.0,1.44387,103.78538
Admiralty,2017,20,19.200000000000003,29.125,34.1,24.9,6.433333333333334,44.6,1.44387,103.78538
Admiralty,2017,21,31.8,27.333333333333332,33.5,23.3,6.4,46.1,1.44387,103.78538
Admiralty,2017,22,62.800000000000004,28.6,34.7,23.0,6.171428571428572,53.3,1.44387,103.78538
Admiralty,2017,23,17.0,29.52,34.4,24.8,6.728571428571429,30.2,1.44387,103.78538
Admiralty,2017,24,0.2,28.4,34.2,24.8,6.528571428571428,41.0,1.44387,103.78538
Admiralty,2017,25,25.2,28.3,32.8,23.0,6.528571428571428,67.3,1.44387,103.78538
Admiralty,2017,26,22.4,27.900000000000002,32.9,24.0,5.675,41.8,1.44387,103.78538
Admiralty,2017,27,3.4,28.633333333333336,32.2,24.8,6.824999999999999,33.1,1.44387,103.78538
Admiralty,2017,28,49.2,26.96,31.7,22.9,6.483333333333333,54.4,1.44387,103.78538
Admiralty,2017,29,0.4,28.957142857142856,33.8,26.3,7.2,40.3,1.44387,103.78538
Admiralty,2017,30,0.0,,,,7.6,27.4,1.44387,103.78538
Admiralty,2017,31,0.0,29.419999999999998,33.1,25.2,8.2,56.9,1.44387,103.78538
Admiralty,2017,32,35.8,27.599999999999998,33.7,23.3,6.571428571428571,34.9,1.44387,103.78538
Admiralty,2017,33,81.2,27.414285714285715,32.8,23.0,7.0,42.8,1.44387,103.78538
Admiralty,2017,34,14.6,28.414285714285715,32.8,25.0,6.728571428571429,36.4,1.44387,103.78538
Admiralty,2017,35,2.2,28.042857142857144,34.3,25.0,7.1571428571428575,34.9,1.44387,103.78538
Admiralty,2017,36,48.2,28.17142857142857,32.7,23.5,6.7,49.7,1.44387,103.78538
Admiralty,2017,37,30.2,27.599999999999998,33.8,23.0,6.1000000000000005,47.5,1.44387,103.78538
Admiralty,2017,38,55.0,27.414285714285715,33.6,22.1,6.442857142857143,60.8,1.44387,103.78538
Admiralty,2017,39,25.6,27.657142857142855,32.7,23.0,6.385714285714286,51.8,1.44387,103.78538
Admiralty,2017,40,57.199999999999996,26.885714285714283,33.2,22.9,5.957142857142857,42.8,1.44387,103.78538
Admiralty,2017,41,24.0,27.814285714285713,33.3,23.7,7.1571428571428575,41.4,1.44387,103.78538
Admiralty,2017,42,2.2,29.685714285714287,34.8,24.0,7.314285714285715,45.4,1.44387,103.78538
Admiralty,2017,43,8.2,28.02857142857143,35.3,25.3,6.771428571428571,34.9,1.44387,103.78538
Admiralty,2017,44,53.6,26.942857142857143,32.8,23.2,6.485714285714286,53.3,1.44387,103.78538
Admiralty,2017,45,217.6,26.5,32.5,22.7,6.585714285714286,38.2,1.44387,103.78538
Admiralty,2017,46,142.4,27.185714285714287,34.5,23.2,6.428571428571429,44.3,1.44387,103.78538
Admiralty,2017,47,0.0,28.2,31.7,26.1,7.2,28.4,1.44387,103.78538
Admiralty,2017,48,0.0,,,,,,1.44387,103.78538
Admiralty,2017,49,0.0,,,,,,1.44387,103.78538
Admiralty,2017,50,0.0,,,,,,1.44387,103.78538
Admiralty,2017,51,0.0,,,,,,1.44387,103.78538
Admiralty,2017,52,0.0,,,,,,1.44387,103.78538
Admiralty,2018,1,5.0,26.5,31.2,24.6,6.3,23.0,1.44387,103.78538
Admiralty,2018,2,118.39999999999999,24.685714285714287,32.1,21.7,9.242857142857144,40.0,1.44387,103.78538
Admiralty,2018,3,18.799999999999997,25.785714285714285,33.4,21.2,10.942857142857141,38.2,1.44387,103.78538
Admiralty,2018,4,39.4,27.02857142857143,33.6,23.5,8.4,36.0,1.44387,103.78538
Admiralty,2018,5,51.8,27.071428571428573,34.7,23.0,12.071428571428571,49.7,1.44387,103.78538
Admiralty,2018,6,1.4,25.985714285714288,30.9,23.1,15.671428571428573,55.4,1.44387,103.78538
Admiralty,2018,7,3.0,26.928571428571427,33.4,23.6,13.314285714285715,45.7,1.44387,103.78538
Admiralty,2018,8,15.8,26.900000000000002,33.8,23.3,12.757142857142856,42.5,1.44387,103.78538
Admiralty,2018,9,71.8,27.185714285714287,33.4,23.5,11.671428571428573,43.2,1.44387,103.78538
Admiralty,2018,10,22.4,27.342857142857145,35.6,24.1,11.299999999999999,58.3,1.44387,103.78538
Admiralty,2018,11,0.0,27.942857142857143,34.8,24.8,12.442857142857141,44.3,1.44387,103.78538
Admiralty,2018,12,0.6,28.185714285714287,33.6,24.9,12.585714285714285,41.8,1.44387,103.78538
Admiralty,2018,13,28.6,26.52857142857143,33.6,22.4,8.271428571428572,42.1,1.44387,103.78538
Admiralty,2018,14,35.2,27.914285714285715,33.4,22.6,10.842857142857143,37.1,1.44387,103.78538
Admiralty,2018,15,28.6,28.457142857142856,33.6,24.3,12.0,46.8,1.44387,103.78538
Admiralty,2018,16,60.6,27.12857142857143,33.1,24.0,7.714285714285714,43.2,1.44387,103.78538
Admiralty,2018,17,113.80000000000001,27.7,34.8,22.0,6.742857142857143,56.5,1.44387,103.78538
Admiralty,2018,18,37.6,27.771428571428572,35.1,24.4,6.128571428571428,59.4,1.44387,103.78538
Admiralty,2018,19,24.0,29.457142857142856,34.5,25.3,7.928571428571429,42.1,1.44387,103.78538
Admiralty,2018,20,163.8,27.642857142857142,33.5,22.7,5.071428571428571,60.5,1.44387,103.78538
Admiralty,2018,21,18.6,27.8,34.4,24.0,6.657142857142857,40.3,1.44387,103.78538
Admiralty,2018,22,65.8,27.542857142857144,32.7,22.2,5.614285714285714,43.6,1.44387,103.78538
Admiralty,2018,23,0.0,29.585714285714285,34.1,24.7,6.128571428571428,52.9,1.44387,103.78538
Admiralty,2018,24,5.800000000000001,28.728571428571428,33.7,23.7,6.014285714285714,42.8,1.44387,103.78538
Admiralty,2018,25,40.199999999999996,27.557142857142857,32.9,23.7,5.914285714285714,61.6,1.44387,103.78538
Admiralty,2018,26,61.2,26.557142857142857,31.5,22.4,5.385714285714286,33.8,1.44387,103.78538
Admiralty,2018,27,41.6,27.771428571428572,32.6,21.6,5.814285714285715,47.2,1.44387,103.78538
Admiralty,2018,28,24.4,28.25714285714286,34.4,21.9,6.528571428571429,50.8,1.44387,103.78538
Admiralty,2018,29,44.0,28.62857142857143,33.0,22.6,6.514285714285714,51.5,1.44387,103.78538
Admiralty,2018,30,2.4000000000000004,28.942857142857143,33.8,24.3,6.928571428571429,33.5,1.44387,103.78538
Admiralty,2018,31,9.2,27.785714285714285,32.9,24.4,6.885714285714286,42.1,1.44387,103.78538
Admiralty,2018,32,9.8,28.357142857142858,33.8,21.5,6.471428571428571,65.9,1.44387,103.78538
Admiralty,2018,33,4.800000000000001,29.342857142857145,33.7,25.0,7.671428571428572,34.6,1.44387,103.78538
Admiralty,2018,34,37.0,28.3,33.5,23.8,6.985714285714286,39.2,1.44387,103.78538
Admiralty,2018,35,23.4,28.071428571428573,33.7,23.1,6.585714285714286,37.8,1.44387,103.78538
Admiralty,2018,36,37.6,26.900000000000002,32.6,21.9,5.2,54.0,1.44387,103.78538
Admiralty,2018,37,6.2,28.02857142857143,33.1,22.6,5.871428571428572,40.0,1.44387,103.78538
Admiralty,2018,38,70.4,27.142857142857142,32.5,22.0,6.314285714285715,52.2,1.44387,103.78538
Admiralty,2018,39,61.2,29.2,35.2,23.0,7.357142857142857,32.4,1.44387,103.78538
Admiralty,2018,40,14.799999999999999,29.37142857142857,34.3,24.7,8.12857142857143,37.8,1.44387,103.78538
Admiralty,2018,41,166.4,26.285714285714285,32.2,23.1,6.114285714285714,35.3,1.44387,103.78538
Admiralty,2018,42,13.6,27.314285714285713,33.5,23.2,6.7,41.0,1.44387,103.78538
Admiralty,2018,43,39.4,27.485714285714288,35.4,23.6,6.6000000000000005,54.7,1.44387,103.78538
Admiralty,2018,44,29.8,26.74285714285714,33.2,23.9,7.214285714285714,42.1,1.44387,103.78538
Admiralty,2018,45,50.0,27.2,34.0,23.7,6.8999999999999995,38.2,1.44387,103.78538
Admiralty,2018,46,119.5,27.0,33.6,22.0,6.285714285714286,61.2,1.44387,103.78538
Admiralty,2018,47,105.8,27.071428571428573,32.6,22.7,7.057142857142857,49.7,1.44387,103.78538
Admiralty,2018,48,71.6,27.37142857142857,32.1,23.0,8.27142857142857,47.2,1.44387,103.78538
Admiralty,2018,49,65.8,26.785714285714285,33.4,23.7,7.1571428571428575,50.8,1.44387,103.78538
Admiralty,2018,50,72.0,26.62857142857143,32.8,24.0,7.714285714285714,43.6,1.44387,103.78538
Admiralty,2018,51,21.400000000000002,27.47142857142857,34.2,24.0,9.714285714285714,52.2,1.44387,103.78538
Admiralty,2018,52,1.0,28.014285714285712,33.6,23.6,8.614285714285716,43.6,1.44387,103.78538
Admiralty West,2014,1,87.4,,,,,,,
Admiralty West,2014,2,0.0,,,,,,,
Admiralty West,2014,3,0.0,,,,,,,
Admiralty West,2014,4,0.0,,,,,,,
Admiralty West,2014,5,50.6,,,,,,,
Admiralty West,2014,6,0.0,,,,,,,
Admiralty West,2014,7,0.0,,,,,,,
Admiralty West,2014,8,0.0,,,,,,,
Admiralty West,2014,9,0.0,,,,,,,
Admiralty West,2014,10,0.0,,,,,,,
Admiralty West,2014,11,131.2,,,,,,,
Admiralty West,2014,12,14.0,,,,,,,
Admiralty West,2014,13,10.4,,,,,,,
Admiralty West,2014,14,95.0,,,,,,,
Admiralty West,2014,15,85.2,,,,,,,
Admiralty West,2014,16,84.0,,,,,,,
Admiralty West,2014,17,55.8,,,,,,,
Admiralty West,2014,18,64.2,,,,,,,
Admiralty West,2014,19,51.8,,,,,,,
Admiralty West,2014,20,55.4,,,,,,,
Admiralty West,2014,21,43.4,,,,,,,
Admiralty West,2014,22,59.8,,,,,,,
Admiralty West,2014,23,53.2,,,,,,,
Admiralty West,2014,24,19.4,,,,,,,
Admiralty West,2014,25,19.599999999999998,,,,,,,
