Station,Year,week,Weekly Rainfall (mm),Weekly Mean Temperature (°C),Weekly Maximum Temperature (°C),Weekly Minimum Temperature (°C),Weekly Mean Wind Speed (km/h),Weekly Maximum Wind Speed (km/h),lat,long
East Coast Parkway,2017,26,8.2,28.342857142857145,30.9,24.6,9.87142857142857,43.6,1.3135,103.9625
East Coast Parkway,2017,27,64.6,28.357142857142858,30.4,24.3,12.5,46.8,1.3135,103.9625
East Coast Parkway,2017,28,13.6,27.616666666666664,29.6,24.5,13.257142857142856,55.8,1.3135,103.9625
East Coast Parkway,2017,29,0.2,29.0,31.1,27.6,16.657142857142855,42.1,1.3135,103.9625
East Coast Parkway,2017,30,6.0,29.32857142857143,31.1,24.9,16.24285714285714,55.4,1.3135,103.9625
East Coast Parkway,2017,31,2.8,29.32857142857143,31.2,26.8,17.885714285714286,43.2,1.3135,103.9625
East Coast Parkway,2017,32,5.2,28.2,30.5,25.2,12.642857142857142,44.6,1.3135,103.9625
East Coast Parkway,2017,33,71.2,28.071428571428573,30.4,24.2,12.685714285714285,47.9,1.3135,103.9625
East Coast Parkway,2017,34,1.2,28.714285714285715,30.5,26.1,14.957142857142857,40.0,1.3135,103.9625
East Coast Parkway,2017,35,3.0,28.357142857142858,30.3,25.6,12.6,45.4,1.3135,103.9625
East Coast Parkway,2017,36,49.0,28.442857142857143,30.6,24.6,11.971428571428572,50.4,1.3135,103.9625
East Coast Parkway,2017,37,32.2,28.5,31.0,22.6,10.700000000000001,69.1,1.3135,103.9625
East Coast Parkway,2017,38,42.6,28.12857142857143,31.1,24.2,13.271428571428572,50.8,1.3135,103.9625
East Coast Parkway,2017,39,18.6,28.428571428571427,31.3,24.3,10.771428571428572,52.9,1.3135,103.9625
East Coast Parkway,2017,40,26.799999999999997,27.942857142857143,30.3,24.2,9.985714285714286,43.2,1.3135,103.9625
East Coast Parkway,2017,41,37.4,28.099999999999998,30.7,24.2,12.4,50.0,1.3135,103.9625
East Coast Parkway,2017,42,0.8,29.428571428571427,32.2,27.2,11.0,38.5,1.3135,103.9625
East Coast Parkway,2017,43,17.4,28.314285714285713,31.8,24.6,10.071428571428571,44.6,1.3135,103.9625
East Coast Parkway,2017,44,8.2,27.685714285714287,30.1,24.5,10.700000000000001,52.9,1.3135,103.9625
East Coast Parkway,2017,45,136.20000000000002,27.414285714285715,30.9,23.7,9.942857142857141,50.4,1.3135,103.9625
East Coast Parkway,2017,46,163.79999999999998,27.857142857142858,31.2,23.5,10.785714285714286,54.4,1.3135,103.9625
East Coast Parkway,2017,47,54.199999999999996,27.685714285714287,31.9,23.1,9.928571428571429,47.2,1.3135,103.9625
East Coast Parkway,2017,48,10.399999999999999,28.042857142857144,32.2,25.5,12.285714285714286,44.6,1.3135,103.9625
East Coast Parkway,2017,49,9.799999999999999,28.042857142857144,31.2,25.2,9.771428571428572,42.1,1.3135,103.9625
East Coast Parkway,2017,50,175.0,27.5,31.8,23.6,9.62857142857143,50.0,1.3135,103.9625
East Coast Parkway,2017,51,55.199999999999996,27.785714285714285,31.9,24.3,13.628571428571428,52.2,1.3135,103.9625
East Coast Parkway,2017,52,70.2,27.342857142857145,31.1,24.3,11.114285714285714,53.3,1.3135,103.9625
East Coast Parkway,2018,1,37.4,26.566666666666666,30.4,24.2,9.6,40.7,1.3135,103.9625
East Coast Parkway,2018,2,105.6,25.514285714285712,31.1,22.6,11.785714285714286,54.4,1.3135,103.9625
East Coast Parkway,2018,3,10.2,26.514285714285712,31.3,22.1,11.4,45.0,1.3135,103.9625
East Coast Parkway,2018,4,22.599999999999998,27.228571428571428,32.1,25.0,9.62857142857143,47.9,1.3135,103.9625
East Coast Parkway,2018,5,71.60000000000001,27.385714285714283,32.4,23.3,12.514285714285714,62.3,1.3135,103.9625
East Coast Parkway,2018,6,2.2,26.82857142857143,29.7,24.3,15.942857142857145,53.3,1.3135,103.9625
East Coast Parkway,2018,7,1.0,27.32857142857143,31.2,25.1,14.142857142857142,53.3,1.3135,103.9625
East Coast Parkway,2018,8,1.8,27.814285714285713,32.2,25.4,12.585714285714285,46.1,1.3135,103.9625
East Coast Parkway,2018,9,0.2,28.057142857142857,32.1,25.8,12.857142857142858,46.4,1.3135,103.9625
East Coast Parkway,2018,10,10.6,28.0,32.2,24.9,12.700000000000001,48.6,1.3135,103.9625
East Coast Parkway,2018,11,2.2,28.457142857142856,32.2,26.4,12.557142857142859,47.2,1.3135,103.9625
East Coast Parkway,2018,12,0.0,28.714285714285715,32.4,26.5,12.12857142857143,44.6,1.3135,103.9625
East Coast Parkway,2018,13,10.200000000000001,27.528571428571432,31.7,24.6,10.4,55.8,1.3135,103.9625
East Coast Parkway,2018,14,7.0,28.571428571428573,32.2,25.5,11.700000000000001,43.2,1.3135,103.9625
East Coast Parkway,2018,15,2.0,29.042857142857144,32.6,26.3,11.928571428571429,50.4,1.3135,103.9625
East Coast Parkway,2018,16,25.400000000000002,28.342857142857145,32.2,24.6,10.5,43.6,1.3135,103.9625
East Coast Parkway,2018,17,21.799999999999997,28.571428571428573,33.5,24.5,10.185714285714285,46.8,1.3135,103.9625
East Coast Parkway,2018,18,33.0,28.928571428571427,31.7,23.9,10.6,53.3,1.3135,103.9625
East Coast Parkway,2018,19,0.0,29.814285714285713,32.3,27.8,12.542857142857143,41.8,1.3135,103.9625
East Coast Parkway,2018,20,9.4,28.914285714285715,31.3,25.4,9.657142857142857,34.6,1.3135,103.9625
East Coast Parkway,2018,21,23.8,28.571428571428573,31.4,24.7,10.028571428571428,45.7,1.3135,103.9625
East Coast Parkway,2018,22,34.4,28.12857142857143,31.1,24.1,9.528571428571428,58.7,1.3135,103.9625
East Coast Parkway,2018,23,2.0,29.683333333333334,32.0,25.2,10.271428571428572,45.4,1.3135,103.9625
East Coast Parkway,2018,24,12.6,29.400000000000002,31.5,24.1,12.5,49.7,1.3135,103.9625
East Coast Parkway,2018,25,23.0,28.542857142857144,30.9,24.2,11.171428571428573,45.7,1.3135,103.9625
East Coast Parkway,2018,26,20.6,27.52857142857143,29.6,23.7,11.828571428571427,46.4,1.3135,103.9625
East Coast Parkway,2018,27,24.4,28.17142857142857,30.4,22.6,11.62857142857143,46.4,1.3135,103.9625
East Coast Parkway,2018,28,1.8,28.514285714285712,30.4,24.3,12.714285714285714,47.5,1.3135,103.9625
East Coast Parkway,2018,29,43.2,28.457142857142856,30.3,23.2,12.799999999999999,43.6,1.3135,103.9625
East Coast Parkway,2018,30,0.4,29.014285714285712,31.6,25.8,11.257142857142856,39.6,1.3135,103.9625
East Coast Parkway,2018,31,47.0,28.014285714285712,30.5,24.4,11.971428571428572,43.9,1.3135,103.9625
East Coast Parkway,2018,32,6.199999999999999,28.514285714285712,30.6,22.9,12.542857142857143,53.6,1.3135,103.9625
East Coast Parkway,2018,33,8.2,29.12857142857143,31.2,25.1,12.700000000000001,48.6,1.3135,103.9625
East Coast Parkway,2018,34,53.4,28.442857142857143,31.4,23.8,11.585714285714287,56.5,1.3135,103.9625
East Coast Parkway,2018,35,22.2,28.514285714285712,31.5,25.4,10.257142857142856,52.6,1.3135,103.9625
East Coast Parkway,2018,36,91.6,27.52857142857143,30.1,23.1,10.171428571428573,58.7,1.3135,103.9625
East Coast Parkway,2018,37,4.800000000000001,28.214285714285715,30.7,25.1,10.942857142857141,47.5,1.3135,103.9625
East Coast Parkway,2018,38,24.200000000000003,27.785714285714285,30.2,22.7,10.642857142857142,51.5,1.3135,103.9625
East Coast Parkway,2018,39,0.0,29.02857142857143,31.4,26.4,11.4,34.9,1.3135,103.9625
East Coast Parkway,2018,40,0.2,29.2,32.2,26.7,12.928571428571429,48.2,1.3135,103.9625
East Coast Parkway,2018,41,44.2,27.142857142857142,30.4,24.2,10.9,45.7,1.3135,103.9625
East Coast Parkway,2018,42,15.0,27.67142857142857,30.7,24.6,11.214285714285714,50.4,1.3135,103.9625
East Coast Parkway,2018,43,58.599999999999994,28.342857142857145,30.7,24.9,10.742857142857144,46.4,1.3135,103.9625
East Coast Parkway,2018,44,33.8,27.62857142857143,31.9,24.4,11.114285714285714,43.6,1.3135,103.9625
East Coast Parkway,2018,45,65.0,27.8,31.1,24.4,11.157142857142857,38.5,1.3135,103.9625
East Coast Parkway,2018,46,32.2,27.75714285714286,31.1,23.2,10.528571428571428,68.0,1.3135,103.9625
East Coast Parkway,2018,47,38.800000000000004,27.53333333333333,31.2,23.9,11.233333333333333,48.2,1.3135,103.9625
East Coast Parkway,2018,48,71.4,27.771428571428572,30.7,24.2,11.942857142857141,49.7,1.3135,103.9625
East Coast Parkway,2018,49,22.4,27.314285714285713,30.9,24.4,11.885714285714286,45.0,1.3135,103.9625
East Coast Parkway,2018,50,31.4,27.357142857142858,30.9,23.4,12.485714285714286,45.7,1.3135,103.9625
East Coast Parkway,2018,51,61.599999999999994,27.728571428571428,31.8,23.6,13.385714285714286,55.8,1.3135,103.9625
East Coast Parkway,2018,52,9.0,28.557142857142857,32.9,24.1,12.771428571428572,45.7,1.3135,103.9625
Jurong (East),2014,1,61.0,,,,,,,
Jurong (East),2014,2,3.6,,,,,,,
Jurong (East),2014,3,0.0,,,,,,,
Jurong (East),2014,4,0.0,,,,,,,
Jurong (East),2014,5,0.0,,,,,,,
Jurong (East),2014,6,24.799999999999997,,,,,,,
Jurong (East),2014,7,3.8,,,,,,,
Jurong (East),2014,8,0.0,,,,,,,
Jurong (East),2014,9,0.0,,,,,,,
Jurong (East),2014,10,0.0,,,,,,,
Jurong (East),2014,11,87.39999999999999,,,,,,,
Jurong (East),2014,12,5.4,,,,,,,
Jurong (East),2014,13,59.4,,,,,,,
Jurong (East),2014,14,19.0,,,,,,,
Jurong (East),2014,15,53.2,,,,,,,
Jurong (East),2014,16,49.6,,,,,,,
Jurong (East),2014,17,52.0,,,,,,,
Jurong (East),2014,18,29.0,,,,,,,
Jurong (East),2014,19,82.8,,,,,,,
Jurong (East),2014,20,205.0,,,,,,,
Jurong (East),2014,21,19.8,,,,,,,
Jurong (East),2014,22,38.0,,,,,,,
Jurong (East),2014,23,20.6,,,,,,,
Jurong (East),2014,24,16.4,,,,,,,
Jurong (East),2014,25,32.2,,,,,,,
Jurong (East),2014,26,151.79999999999998,,,,,,,
Jurong (East),2014,27,73.4,,,,,,,
Jurong (East),2014,28,1.8,,,,,,,
Jurong (East),2014,29,0.0,,,,,,,
Jurong (East),2014,30,89.2,,,,,,,
Jurong (East),2014,31,79.4,,,,,,,
Jurong (East),2014,32,38.0,,,,,,,
Jurong (East),2014,33,46.0,,,,,,,
Jurong (East),2014,34,107.8,,,,,,,
Jurong (East),2014,35,45.4,,,,,,,
Jurong (East),2014,36,5.6,,,,,,,
Jurong (East),2014,37,6.4,,,,,,,
Jurong (East),2014,38,39.8,,,,,,,
Jurong (East),2014,39,0.0,,,,,,,
Jurong (North),2014,1,69.8,,,,,,,
Jurong (North),2014,2,4.8,,,,,,,
Jurong (North),2014,3,0.0,,,,,,,
Jurong (North),2014,4,0.0,,,,,,,
Jurong (North),2014,5,0.2,,,,,,,
Jurong (North),2014,6,5.0,,,,,,,
Jurong (North),2014,7,12.2,,,,,,,
Jurong (North),2014,8,0.0,,,,,,,
Jurong (North),2014,9,3.2,,,,,,,
Jurong (North),2014,10,0.0,,,,,,,
Jurong (North),2014,11,137.6,,,,,,,
Jurong (North),2014,12,4.6,,,,,,,
Jurong (North),2014,13,44.8,,,,,,,
Jurong (North),2014,14,9.8,,,,,,,
Jurong (North),2014,15,76.6,,,,,,,
Jurong (North),2014,16,106.2,,,,,,,
Jurong (North),2014,17,10.0,,,,,,,
Jurong (North),2014,18,97.6,,,,,,,
Jurong (North),2014,19,146.0,,,,,,,
Jurong (North),2014,20,159.6,,,,,,,
Jurong (North),2014,21,21.6,,,,,,,
Jurong (North),2014,22,72.80000000000001,,,,,,,
Jurong (North),2014,23,23.2,,,,,,,
Jurong (North),2014,24,10.4,,,,,,,
Jurong (North),2014,25,38.4,,,,,,,
Jurong (North),2014,26,58.0,,,,,,,
Jurong (North),2014,30,9.4,,,,,,,
Jurong (North),2014,31,99.2,,,,,,,
Jurong (North),2014,32,44.599999999999994,,,,,,,
Jurong (North),2014,33,45.2,,,,,,,
Jurong (North),2014,34,115.2,,,,,,,
Jurong (North),2014,35,47.2,,,,,,,
Jurong (North),2014,36,18.2,,,,,,,
Jurong (North),2014,37,3.4,,,,,,,
Jurong (North),2014,38,62.4,,,,,,,
Jurong (North),2014,39,46.6,,,,,,,
Jurong (North),2014,40,2.2,,,,,,,
Jurong (North),2014,41,73.8,,,,,,,
Jurong (North),2014,42,24.4,,,,,,,
Jurong (North),2014,43,21.0,,,,,,,
Jurong (North),2014,44,50.0,,,,,,,
Jurong (North),2014,45,42.6,,,,,,,
Jurong (North),2014,46,67.0,,,,,,,
Jurong (North),2014,47,67.80000000000001,,,,,,,
Jurong (North),2014,48,0.0,,,,,,,
Jurong (North),2014,49,8.8,,,,,,,
Jurong (North),2014,50,142.4,,,,,,,
Jurong (North),2014,51,115.0,,,,,,,
Jurong (North),2014,52,0.0,,,,,,,
Jurong (North),2015,1,28.0,,,,,,,
Jurong (North),2015,2,9.2,,,,,,,
Jurong (North),2015,3,14.0,,,,,,,
Jurong (North),2015,4,0.4,,,,,,,
Jurong (North),2015,5,24.0,,,,,,,
Jurong (North),2015,6,0.0,,,,,,,
Jurong (North),2015,7,25.4,,,,,,,
Jurong (North),2015,8,9.0,,,,,,,
Jurong (North),2015,9,21.2,,,,,,,
Jurong (North),2015,10,69.6,,,,,,,
Jurong (North),2015,11,17.6,,,,,,,
Jurong (North),2015,12,43.4,,,,,,,
Jurong (North),2015,13,87.6,,,,,,,
Jurong (North),2015,14,21.4,,,,,,,
Jurong (North),2015,15,26.0,,,,,,,
Jurong (North),2015,16,74.8,,,,,,,
Jurong (North),2015,17,87.2,,,,,,,
Jurong (North),2015,18,124.8,,,,,,,
Jurong (North),2015,19,48.8,,,,,,,
Jurong (North),2015,20,112.2,,,,,,,
Jurong (North),2015,21,1.0,,,,,,,
Jurong (North),2015,22,20.0,,,,,,,
Jurong (North),2015,23,78.4,,,,,,,
Jurong (North),2015,24,72.4,,,,,,,
Jurong (North),2015,25,0.6,,,,,,,
Jurong (North),2015,26,20.0,,,,,,,
Jurong (North),2015,27,7.799999999999999,,,,,,,
Jurong (North),2015,28,37.6,,,,,,,
Jurong (North),2015,29,0.0,,,,,,,
Jurong (North),2015,30,4.2,,,,,,,
Jurong (North),2015,31,121.8,,,,,,,
Jurong (North),2015,32,50.4,,,,,,,
Jurong (North),2015,33,7.199999999999999,,,,,,,
Jurong (North),2015,34,0.2,,,,,,,
Jurong (North),2015,35,24.799999999999997,,,,,,,
Jurong (North),2015,36,72.2,,,,,,,
Jurong (North),2015,37,27.0,,,,,,,
Jurong (North),2015,38,11.8,,,,,,,
Jurong (North),2015,39,41.800000000000004,,,,,,,
Jurong (North),2015,40,25.0,,,,,,,
Jurong (North),2015,41,10.6,,,,,,,
Jurong (North),2015,42,19.2,,,,,,,
Jurong (North),2015,43,78.2,,,,,,,
Jurong (North),2015,44,61.199999999999996,,,,,,,
Jurong (North),2015,45,17.6,,,,,,,
Jurong (North),2015,46,38.0,,,,,,,
Jurong (North),2015,47,38.0,,,,,,,
Jurong (North),2015,48,101.4,,,,,,,
Jurong (North),2015,49,129.8,,,,,,,
Jurong (North),2015,50,11.4,,,,,,,
Jurong (North),2015,51,35.599999999999994,,,,,,,
Jurong (North),2015,52,59.6,,,,,,,
Jurong (North),2016,1,6.8,,,,,,,
Jurong (North),2016,2,52.199999999999996,,,,,,,
Jurong (North),2016,3,86.2,,,,,,,
Jurong (North),2016,4,84.0,,,,,,,
Jurong (North),2016,5,34.2,,,,,,,
Jurong (North),2016,6,53.6,,,,,,,
Jurong (North),2016,7,153.0,,,,,,,
Jurong (North),2016,8,8.6,,,,,,,
Jurong (North),2016,9,2.8,,,,,,,
Jurong (North),2016,10,56.2,,,,,,,
Jurong (North),2016,11,37.8,,,,,,,
Jurong (North),2016,12,8.2,,,,,,,
Jurong (North),2016,13,0.0,,,,,,,
Jurong (North),2016,14,89.0,,,,,,,
Jurong (North),2016,15,19.8,,,,,,,
Jurong (North),2016,16,117.80000000000001,,,,,,,
Jurong (North),2016,17,62.8,,,,,,,
Jurong (North),2016,18,71.8,,,,,,,
Jurong (North),2016,19,54.8,,,,,,,
Jurong (North),2016,20,81.4,,,,,,,
Jurong (North),2016,21,53.2,,,,,,,
Jurong (North),2016,22,22.6,,,,,,,
Jurong (North),2016,23,102.2,,,,,,,
Jurong (North),2016,24,164.79999999999998,,,,,,,
Jurong (North),2016,25,48.2,,,,,,,
Jurong (North),2016,26,0.0,,,,,,,
Jurong (North),2016,27,84.8,,,,,,,
Jurong (North),2016,28,170.6,,,,,,,
Jurong (North),2016,29,101.2,,,,,,,
Jurong (North),2016,30,76.4,,,,,,,
Jurong (North),2016,31,3.1999999999999997,,,,,,,
Jurong (North),2016,32,4.4,,,,,,,
Jurong (North),2016,33,67.80000000000001,,,,,,,
Jurong (North),2016,34,94.19999999999999,,,,,,,
Jurong (North),2016,35,12.2,,,,,,,
Jurong (North),2016,36,70.8,,,,,,,
Jurong (North),2016,37,25.0,,,,,,,
Jurong (North),2016,38,44.6,,,,,,,
Jurong (North),2016,39,0.0,,,,,,,
Jurong (North),2016,40,89.60000000000001,,,,,,,
Jurong (North),2016,41,49.4,,,,,,,
Jurong (North),2016,42,88.2,,,,,,,
Jurong (North),2016,43,82.2,,,,,,,
Jurong (North),2016,44,34.599999999999994,,,,,,,
Jurong (North),2016,45,66.2,,,,,,,
Jurong (North),2016,46,91.0,,,,,,,
Jurong (North),2016,47,68.0,,,,,,,
Jurong (North),2016,48,11.200000000000001,,,,,,,
Jurong (North),2016,49,19.6,,,,,,,
Jurong (North),2016,50,11.4,,,,,,,
Jurong (North),2016,51,119.39999999999999,,,,,,,
Jurong (North),2016,52,55.8,,,,,,,
Jurong (North),2017,1,14.0,,,,,,,
Jurong (North),2017,2,0.0,,,,,,,
Jurong (North),2017,3,20.8,,,,,,,
Jurong (North),2017,4,118.4,,,,,,,
Jurong (North),2017,5,8.0,,,,,,,
Jurong (North),2017,6,29.8,,,,,,,
Jurong (North),2017,7,8.0,,,,,,,
Jurong (North),2017,8,64.0,,,,,,,
Jurong (North),2017,9,61.6,,,,,,,
Jurong (North),2017,10,71.6,,,,,,,
Jurong (North),2017,11,78.0,,,,,,,
Jurong (North),2017,12,17.0,,,,,,,
Jurong (North),2017,13,42.60000000000001,,,,,,,
Jurong (North),2017,14,40.0,,,,,,,
Jurong (North),2017,15,99.6,,,,,,,
Jurong (North),2017,16,104.2,,,,,,,
Jurong (North),2017,17,19.6,,,,,,,
Jurong (North),2017,18,35.2,,,,,,,
Jurong (North),2017,19,27.6,,,,,,,
Jurong (North),2017,20,15.6,,,,,,,
Jurong (North),2017,21,121.80000000000001,,,,,,,
Jurong (North),2017,22,66.6,,,,,,,
Jurong (North),2017,23,29.2,,,,,,,
Jurong (North),2017,24,60.800000000000004,,,,,,,
Jurong (North),2017,25,65.2,,,,,,,
Jurong (North),2017,26,63.0,,,,,,,
Jurong (North),2017,27,46.2,,,,,,,
Jurong (North),2017,28,72.2,,,,,,,
Jurong (North),2017,29,0.6000000000000001,,,,,,,
Jurong (North),2017,30,0.4,,,,,,,
Jurong (North),2017,31,0.0,,,,,,,
Jurong (North),2017,32,49.599999999999994,,,,,,,
Jurong (North),2017,33,98.80000000000001,,,,,,,
Jurong (North),2017,34,14.6,,,,,,,
Jurong (North),2017,35,2.4,,,,,,,
Jurong (North),2017,36,35.199999999999996,,,,,,,
Jurong (North),2017,37,87.8,,,,,,,
Jurong (North),2017,38,51.0,,,,,,,
Jurong (North),2017,39,79.2,,,,,,,
Jurong (North),2017,40,114.6,,,,,,,
Jurong (North),2017,41,64.8,,,,,,,
Jurong (North),2017,42,0.0,,,,,,,
Jurong (North),2017,43,1.0,,,,,,,
Jurong (North),2017,44,79.2,,,,,,,
Jurong (North),2017,45,107.6,,,,,,,
Jurong (North),2017,46,35.2,,,,,,,
Jurong (North),2017,47,63.6,,,,,,,
Jurong (North),2017,48,30.400000000000002,,,,,,,
Jurong (North),2017,49,8.4,,,,,,,
Jurong (North),2017,50,0.0,,,,,,,
Jurong (North),2017,51,0.0,,,,,,,
Jurong (North),2017,52,0.0,,,,,,,
Jurong (North),2018,1,0.0,,,,,,,
Jurong (North),2018,2,0.0,,,,,,,
Jurong (North),2018,3,4.0,,,,,,,
Jurong (North),2018,4,123.19999999999999,,,,,,,
Jurong (North),2018,5,22.6,,,,,,,
Jurong (North),2018,6,0.0,,,,,,,
Jurong (North),2018,7,0.2,,,,,,,
Jurong (North),2018,8,42.0,,,,,,,
Jurong (North),2018,9,39.0,,,,,,,
Jurong (North),2018,10,66.2,,,,,,,
Jurong (North),2018,11,102.0,,,,,,,
Jurong (North),2018,12,56.8,,,,,,,
Jurong (North),2018,13,82.60000000000001,,,,,,,
Jurong (North),2018,14,98.19999999999999,,,,,,,
Jurong (North),2018,15,24.599999999999998,,,,,,,
Jurong (North),2018,16,128.79999999999998,,,,,,,
Jurong (North),2018,17,28.2,,,,,,,
Jurong (North),2018,18,58.0,,,,,,,
Jurong (North),2018,19,35.6,,,,,,,
Jurong (North),2018,20,82.8,,,,,,,
Jurong (North),2018,21,29.200000000000003,,,,,,,
Jurong (North),2018,22,116.8,,,,,,,
Jurong (North),2018,23,2.0,,,,,,,
Jurong (North),2018,24,45.6,,,,,,,
Jurong (North),2018,25,114.0,,,,,,,
Jurong (North),2018,26,170.8,,,,,,,
Jurong (North),2018,27,50.6,,,,,,,
Jurong (North),2018,28,22.599999999999998,,,,,,,
Jurong (North),2018,29,45.2,,,,,,,
Jurong (North),2018,30,10.2,,,,,,,
Jurong (North),2018,31,35.2,,,,,,,
Jurong (North),2018,32,5.2,,,,,,,
Jurong (North),2018,33,4.4,,,,,,,
Jurong (North),2018,34,55.6,,,,,,,
Jurong (North),2018,35,15.2,,,,,,,
Jurong (North),2018,36,35.2,,,,,,,
Jurong (North),2018,37,13.8,,,,,,,
Jurong (North),2018,38,95.6,,,,,,,
Jurong (North),2018,39,0.0,,,,,,,
Jurong (North),2018,40,15.2,,,,,,,
Jurong (North),2018,41,75.6,,,,,,,
Jurong (North),2018,42,120.4,,,,,,,
Jurong (North),2018,43,109.19999999999999,,,,,,,
Jurong (North),2018,44,32.0,,,,,,,
Jurong (North),2018,45,112.4,,,,,,,
Jurong (North),2018,46,111.0,,,,,,,
Jurong (North),2018,47,45.8,,,,,,,
Jurong (North),2018,48,49.8,,,,,,,
Jurong (North),2018,49,73.8,,,,,,,
Jurong (North),2018,50,0.0,,,,,,,
Jurong (North),2018,51,0.0,,,,,,,
Jurong (North),2018,52,0.0,,,,,,,
Jurong (West),2014,1,61.199999999999996,25.714285714285715,31.7,22.4,6.442857142857143,34.2,1.34583,103.68166
Jurong (West),2014,2,3.0,25.714285714285715,30.1,23.0,10.885714285714286,42.8,1.34583,103.68166
Jurong (West),2014,3,0.0,25.25714285714286,29.6,22.4,10.471428571428572,37.1,1.34583,103.68166
Jurong (West),2014,4,0.0,25.657142857142855,32.8,21.4,12.085714285714285,39.6,1.34583,103.68166
Jurong (West),2014,5,0.0,26.2,32.5,22.0,8.9,34.6,1.34583,103.68166
Jurong (West),2014,6,60.2,27.228571428571428,33.9,20.8,9.557142857142859,38.9,1.34583,103.68166
Jurong (West),2014,7,19.8,27.085714285714285,33.1,21.9,10.785714285714286,39.2,1.34583,103.68166
Jurong (West),2014,8,0.0,26.885714285714283,33.5,23.0,9.742857142857144,36.0,1.34583,103.68166
Jurong (West),2014,9,3.0,27.24285714285714,34.6,23.0,8.27142857142857,31.0,1.34583,103.68166
Jurong (West),2014,10,0.0,27.75714285714286,34.2,23.4,9.37142857142857,38.5,1.34583,103.68166
Jurong (West),2014,11,83.60000000000001,25.97142857142857,32.8,23.6,5.985714285714286,34.2,1.34583,103.68166
Jurong (West),2014,12,9.8,27.771428571428572,34.2,23.3,7.257142857142857,31.7,1.34583,103.68166
Jurong (West),2014,13,39.599999999999994,27.728571428571428,35.0,23.1,5.042857142857143,36.0,1.34583,103.68166
Jurong (West),2014,14,21.4,27.5,34.2,23.0,5.8428571428571425,40.0,1.34583,103.68166
Jurong (West),2014,15,51.0,27.928571428571427,34.7,23.2,5.185714285714285,33.1,1.34583,103.68166
Jurong (West),2014,16,120.4,27.342857142857145,34.1,22.7,4.957142857142857,52.6,1.34583,103.68166
Jurong (West),2014,17,17.4,28.157142857142855,34.0,23.8,4.8999999999999995,31.3,1.34583,103.68166
Jurong (West),2014,18,77.2,28.085714285714285,34.4,23.3,5.014285714285714,39.6,1.34583,103.68166
Jurong (West),2014,19,124.80000000000001,28.085714285714285,33.4,23.2,5.185714285714285,45.7,1.34583,103.68166
Jurong (West),2014,20,128.8,27.342857142857145,33.2,21.6,5.128571428571428,38.2,1.34583,103.68166
Jurong (West),2014,21,47.0,28.114285714285717,34.1,23.8,5.185714285714285,36.4,1.34583,103.68166
Jurong (West),2014,22,123.0,27.714285714285715,32.3,22.7,5.7,35.6,1.34583,103.68166
Jurong (West),2014,23,30.8,29.32857142857143,34.4,22.5,5.228571428571429,52.9,1.34583,103.68166
Jurong (West),2014,24,7.4,29.67142857142857,33.6,22.9,6.185714285714285,40.0,1.34583,103.68166
Jurong (West),2014,25,17.0,29.7,33.4,24.8,4.3,34.9,1.34583,103.68166
Jurong (West),2014,26,0.0,,,,,,1.34583,103.68166
Jurong (West),2015,1,0.0,,,,,,1.34583,103.68166
Jurong (West),2015,2,0.0,,,,,,1.34583,103.68166
Jurong (West),2015,3,0.0,,,,,,1.34583,103.68166
Jurong (West),2015,4,1.0,26.433333333333334,32.0,23.1,8.7,37.4,1.34583,103.68166
Jurong (West),2015,5,39.599999999999994,25.52857142857143,30.7,22.9,8.757142857142856,40.3,1.34583,103.68166
Jurong (West),2015,6,0.0,26.166666666666668,30.8,23.1,9.55,41.0,1.34583,103.68166
Jurong (West),2015,7,54.6,26.74285714285714,33.8,22.3,8.685714285714285,47.5,1.34583,103.68166
Jurong (West),2015,8,57.2,27.085714285714285,33.5,20.0,8.0,36.4,1.34583,103.68166
Jurong (West),2015,9,21.0,27.37142857142857,33.5,22.7,7.114285714285714,46.1,1.34583,103.68166
Jurong (West),2015,10,68.0,26.52857142857143,33.2,22.5,7.042857142857143,44.3,1.34583,103.68166
Jurong (West),2015,11,19.2,27.62857142857143,34.0,23.6,6.985714285714286,47.9,1.34583,103.68166
Jurong (West),2015,12,37.4,27.8,33.4,21.7,7.714285714285714,63.7,1.34583,103.68166
Jurong (West),2015,13,72.60000000000001,26.914285714285715,33.3,23.3,5.8428571428571425,37.1,1.34583,103.68166
Jurong (West),2015,14,14.4,27.914285714285715,34.1,24.5,6.014285714285714,56.5,1.34583,103.68166
Jurong (West),2015,15,17.6,28.3,34.7,24.3,6.385714285714286,32.8,1.34583,103.68166
Jurong (West),2015,16,74.8,27.142857142857142,33.9,22.5,6.085714285714286,42.1,1.34583,103.68166
Jurong (West),2015,17,42.2,27.157142857142855,33.0,23.5,5.485714285714286,34.6,1.34583,103.68166
Jurong (West),2015,18,145.6,27.914285714285715,33.1,22.6,6.442857142857143,36.4,1.34583,103.68166
Jurong (West),2015,19,95.0,28.271428571428572,33.3,23.7,7.085714285714286,33.5,1.34583,103.68166
Jurong (West),2015,20,83.2,28.0,33.0,24.1,6.385714285714286,36.7,1.34583,103.68166
Jurong (West),2015,21,25.4,28.557142857142857,33.1,24.6,7.8,36.0,1.34583,103.68166
Jurong (West),2015,22,65.80000000000001,28.157142857142855,34.1,23.4,6.414285714285714,45.4,1.34583,103.68166
